text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,technical_keywords,value_keywords,intent,cleaned_text
Our Work,h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470684,KoBold,0.0,0.0,0,0,Other,our work
KoBold is exploring 60+ projects across the globe,h3,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470685,KoBold,0.0,0.0,0,0,Other,kobold is exploring projects across the globe
"KoBold is building the world's largest collection of geoscience information. Using AI systems, KoBold interrogates that data to model the sub-surface in the most statistically valid manner ever.",p,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470686,KoBold,0.5,0.0,0,0,Other,kobold is building the worlds largest collection of geoscience information using ai systems kobold interrogates that data to model the subsurface in the most statistically valid manner ever
"At KoBold, Ethics come first.",h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470688,KoBold,0.25,0.0,0,0,Other,at kobold ethics come first
"In all aspects of our business, we aim to meet the highest standards of safety, integrity, and respect for people and the environment.",p,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470689,KoBold,0.0,0.8176,0,0,Other,in all aspects of our business we aim to meet the highest standards of safety integrity and respect for people and the environment
"Watch KoBold CEO, Kurt House discuss our work in Canada for NBC Nightly News.",h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470690,KoBold,0.0,0.0,0,0,Other,watch kobold ceo kurt house discuss our work in canada for nbc nightly news
Help us accelerate the future of mineral exploration.,h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470692,KoBold,0.0,0.5574,1,1,Balanced,help us accelerate the future of mineral exploration
Investor Spotlight,h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470693,KoBold,0.0,0.0,0,0,Other,investor spotlight
Backed by world class investors.,h3,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470694,KoBold,0.0,0.0258,0,0,Other,backed by world class investors
KoBold Metals® is privately held and backed by long-term investors committed to the discovery and development of new battery metal resources.,p,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470696,KoBold,0.06818181818181818,0.296,0,0,Other,kobold metals is privately held and backed by longterm investors committed to the discovery and development of new battery metal resources
Exploration Partners,h2,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470697,KoBold,0.0,0.2263,1,1,Balanced,exploration partners
Fill out the Prospect Registration with your company and mineral license number to work with us.,p,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470699,KoBold,0.0,0.3612,0,0,Other,fill out the prospect registration with your company and mineral license number to work with us
© 2024 KoBold Metals,p,https://www.koboldmetals.com/,"
    KoBold Metals  ",,['Finding the materials of the future with AI and HI.'],2024-11-21T11:18:23.470700,KoBold,0.0,0.0,0,0,Other,kobold metals
"KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.",h1,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631796,KoBold,0.0,0.2263,1,2,Value Proposition,kobold brings cash worldleading experts and our exploration ai to every jointventure project
"KoBold doesn’t sell or license our technology.  However, our Joint-Venture partners and Exploration-Alliance partners directly benefit as we deploy our technology to guide exploration decisions on our jointly-owned projects.",h2,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631804,KoBold,0.1,0.5994,2,2,Balanced,kobold doesnt sell or license our technology however our jointventure partners and explorationalliance partners directly benefit as we deploy our technology to guide exploration decisions on our jointlyowned projects
We’re constantly searching for great new investments to make and new joint-venture partnerships to form.,h2,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631806,KoBold,0.2681818181818182,0.6249,0,0,Other,were constantly searching for great new investments to make and new jointventure partnerships to form
By the numbers,h2,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631807,KoBold,0.0,0.0,0,0,Other,by the numbers
Exploration as a science and at a global scale.,h3,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631808,KoBold,0.0,0.2263,1,1,Balanced,exploration as a science and at a global scale
"KoBold is making exploration a repeatable science through comprehensive data aggregation, geoscience excellence, and artificial intelligence. We deploy the world’s largest R&D budget dedicated to the search for scarce battery metals.",p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631810,KoBold,-0.6,0.9201,1,2,Value Proposition,kobold is making exploration a repeatable science through comprehensive data aggregation geoscience excellence and artificial intelligence we deploy the worlds largest rd budget dedicated to the search for scarce battery metals
>,p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631811,KoBold,0.0,0.0,0,0,Other,
100,p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631812,KoBold,0.0,0.0,0,0,Other,
Scientists working collaboratively.,h2,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631814,KoBold,0.0,0.0,0,0,Other,scientists working collaboratively
"Including alumni from Google, NASA, Exxon, BHP, Apple, BarrickGold, Meta, Ivanhoe, Falconbridge, Vale, Rio Tinto, SilaNano, etc.",p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631815,KoBold,0.0,0.0,0,0,Other,including alumni from google nasa exxon bhp apple barrickgold meta ivanhoe falconbridge vale rio tinto silanano etc
>,p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631816,KoBold,0.0,0.0,0,0,Other,
60,p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631817,KoBold,0.0,0.0,0,0,Other,
Exploration projects across 4 continents.,h2,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631819,KoBold,0.0,0.2263,1,1,Balanced,exploration projects across continents
We deploy the world’s largest R&D budget dedicated to the search for scarce battery metals.,p,https://www.koboldmetals.com/partnership,"
    Partnership  –    ",,"['KoBold brings cash, world-leading experts, and our exploration AI to every joint-venture project.']",2024-11-21T11:18:23.631820,KoBold,0.0,0.4588,0,0,Other,we deploy the worlds largest rd budget dedicated to the search for scarce battery metals
